word,antonym
insensitive,sensitive
charming,unappealing
downside,upside
anterior,posterior
gay,straight
divorce,marriage
small,large
documentary,fiction
goods,bads
deep,shallow
achievable,unachievable
bottom,top
erect,flat
complete,incomplete
inability,ability
fluorescent,incandescent
most,least
sounding,silent
polluted,clean
dwarf,giant
sophisticated,simple
loud,quiet
inner,outer
escalate,deescalate
woman,man
peace,war
aversion,attraction
parent,child
pay,receive
bright,dim
monumental,insignificant
publicity,privacy
quick,slow
inconsistency,consistency
operative,inoperative
sudden,gradual
subtle,obvious
thin,thick
viable,unviable
indefinite,definite
ineligible,eligible
national,international
pollution,cleanliness
unfortunate,fortunate
annoyed,pleased
torture,comfort
online,offline
pop,classical
density,sparsity
exotic,common
historic,modern
material,immaterial
unfair,fair
imbalance,balance
upright,inverted
weighted,unweighted
impossibility,possibility
shutdown,startup
hire,fire
disclaimer,endorsement
diffuse,concentrated
nude,clothed
firm,soft
multiple,single
loan,repayment
lead,follow
newborn,elderly
power,weakness
flee,pursue
fear,courage
premiere,finale
linger,leave
steep,flat
planetary,stellar
abundance,scarcity
disclaim,claim
retrospect,prospect
object,subject
niece,nephew
repair,damage
lighting,darkness
bourgeois,proletarian
enrich,impoverish
perceive,ignore
data,information
originate,terminate
flexible,rigid
fantastic,terrible
confusion,clarity
triangular,circular
formal,informal
maximal,minimal
engage,disengage
striped,solid
assail,defend
evolution,devolution
synthetic,natural
excavation,filling
comfortable,uncomfortable
intricate,simple
have,lack
settle,disrupt
boil,freeze
commit,withdraw
sponsor,beneficiary
downstairs,upstairs
tremendous,insignificant
debit,credit
aggregate,disperse
bogus,authentic
adjective,noun
stuff,empty
con,pro
immune,susceptible
optional,mandatory
useful,useless
heating,cooling
subordinate,superior
general,specific
host,guest
intrinsic,extrinsic
disapproval,approval
acceptable,unacceptable
truthful,deceptive
full,empty
secondary,primary
evil,good
affirmative,negative
closing,opening
unlawful,lawful
irregular,regular
plus,minus
analytic,synthetic
exclusion,inclusion
ambitious,unambitious
analysis,synthesis
condemn,praise
stack,unstack
farther,closer
believable,unbelievable
manual,automatic
crazy,sane
appreciation,criticism
incomplete,complete
unaffected,affected
silence,noise
oppose,support
muddy,clean
former,latter
alternative,mainstream
oral,written
upcoming,past
inactive,active
easy,hard
warm,cool
victorious,defeated
disadvantage,advantage
guy,girl
server,client
primitive,advanced
explain,confuse
unmarked,marked
competitive,cooperative
unlike,like
obscurity,prominence
subtract,add
recreational,professional
figured,plain
ship,dock
canned,fresh
available,unavailable
creator,destroyer
few,many
glut,famine
covert,overt
timid,bold
sunset,sunrise
enable,disable
certain,uncertain
mountainous,flat
remember,forget
credit,debit
polite,rude
back,front
sad,happy
sunlight,moonlight
nonpartisan,partisan
huge,tiny
discrete,continuous
troubled,peaceful
corporate,individual
accompany,leave alone
file,delete
aged,fresh
inevitable,avoidable
offset,aligned
ill,healthy
vertical,horizontal
disagree,agree
fifth,first
ethical,unethical
walk,run
supplementary,complementary
sell,buy
surrogate,primary
malfunction,function
ready,unprepared
decent,indecent
grey,colorful
length,width
operate,shut down
answer,question
overt,covert
east,west
widen,narrow
periphery,center
knock,answer
follower,leader
stability,instability
waste,conserve
unloaded,loaded
lay,stand
snowy,sunny
represent,misrepresent
differ,similar
thick,thin
order,chaos
loser,winner
disobedience,obedience
experimental,traditional
juvenile,mature
revoke,grant
insanity,sanity
belief,doubt
dependent,independent
elevation,depression
disappointed,satisfied
friendly,unfriendly
damn,bless
withdrawal,deposit
distress,comfort
conform,rebel
illicit,licit
interior,exterior
girl,boy
right,wrong
farewell,greeting
descendant,ancestor
action,inaction
hearing,deafness
weep,laugh
dissent,consent
future,past
extreme,moderate
efficient,inefficient
powdered,solid
curly,straight
willingness,reluctance
keep,discard
whites,blacks
north,south
expansion,contraction
orderly,chaotic
wicked,virtuous
downstream,upstream
secret,public
foreigner,native
commonplace,rare
married,single
narrow,wide
involve,exclude
quit,continue
propel,halt
youthful,elderly
sour,sweet
hidden,visible
archaic,modern
renowned,unknown
forget,remember
decorative,plain
service,disservice
posterior,anterior
shady,sunny
judicial,extrajudicial
subconscious,conscious
utopian,dystopian
affirm,deny
asleep,awake
helpless,capable
mention,ignore
disappearance,appearance
rejection,acceptance
bad,good
studio,location
fuzzy,smooth
bulky,compact
familiar,unfamiliar
dissatisfaction,satisfaction
meaningful,meaningless
positive,negative
flat,curved
potential,actual
defeat,victory
armed,unarmed
partisan,bipartisan
acquaintance,stranger
unmarried,married
misconception,understanding
aquatic,terrestrial
tilted,straight
vocal,silent
mundane,extraordinary
satisfaction,dissatisfaction
conscious,unconscious
unwillingness,willingness
find,lose
shout,whisper
tolerance,intolerance
incapable,capable
ample,scarce
acidic,alkaline
continue,stop
rebellious,compliant
high,low
acceleration,deceleration
militant,peaceful
participate,withdraw
identical,different
hardware,software
superior,inferior
specific,general
income,expense
dry,wet
neutral,biased
psychic,non-psychic
ridicule,praise
worry,relax
sensitive,insensitive
handsome,ugly
depart,arrive
launch,land
curl,straight
employer,employee
release,retain
single,married
abhor,adore
destructive,constructive
minor,major
invest,withdraw
tiny,giant
defensive,offensive
strong,weak
basic,advanced
tart,sweet
exceed,fall short
lock,unlock
improve,deteriorate
benefit,disadvantage
lack,abundance
global,local
gather,scatter
found,lost
sweet,sour
garbage,cleanliness
freedom,oppression
medieval,modern
male,female
intake,output
automatic,manual
northwest,southeast
domestic,wild
common,rare
left,right
allow,forbid
impartial,biased
unusual,usual
sunrise,sunset
opening,closing
survive,perish
exclude,include
gentle,rough
opponent,ally
protect,harm
beginning,end
charge,discharge
extend,contract
unnecessary,necessary
dull,bright
federal,state
deficiency,surplus
angular,rounded
justice,injustice
integration,differentiation
liabilities,assets
interrogation,explanation
hairy,bald
sorrow,joy
hell,heaven
focused,distracted
unregulated,regulated
depression,elation
noisy,quiet
boring,interesting
knowledge,ignorance
remote,nearby
unreliable,reliable
brother,sister
amusing,boring
poetry,prose
desperate,content
delete,save
romantic,platonic
prospective,retrospective
comparative,superlative
level,uneven
peaceful,violent
northeastern,southwestern
attack,defend
consistent,inconsistent
tack,blunt
homegrown,imported
relational,isolated
strength,weakness
concentration,distraction
downfall,uprise
maximum,minimum
applaud,boo
standard,nonstandard
sham,genuine
disperse,gather
gray,colorful
dishonest,honest
medium,large
anarchy,order
naive,experienced
activity,inactivity
ruin,preserve
collateral,direct
kid,adult
tread,untread
purchase,sell
increased,decreased
intermediate,beginner
maximize,minimize
spherical,flat
acknowledge,ignore
friend,enemy
lender,borrower
derogatory,complimentary
disrespect,respect
unfinished,completed
persuade,dissuade
supplemental,primary
dependence,independence
exaggeration,understatement
retire,begin work
except,include
mortality,immortality
wisdom,foolishness
deficit,surplus
biological,non-biological
nothing,everything
look,ignore
black,white
obscure,clear
elderly,youthful
popular,unpopular
tie,untie
fill,empty
lawful,unlawful
clean,dirty
angry,happy
differentiate,integrate
comfort,discomfort
sleeping,awake
vested,unvested
significant,insignificant
beautiful,ugly
creative,uncreative
poop,clean
ideal,realistic
municipal,private
pleased,displeased
legal,illegal
accumulate,dissipate
fortune,misfortune
assets,liabilities
beneficial,harmful
stupid,smart
synthesis,analysis
loose,tight
hunter,prey
lose,win
pathological,healthy
encode,decode
presents,absence
functional,dysfunctional
revolution,status quo
sustain,deplete
conditional,unconditional
buying,selling
outfield,infield
median,extreme
pessimistic,optimistic
unintentional,intentional
inside,outside
negate,affirm
uneasy,comfortable
praise,criticize
cerebral,physical
prosecute,defend
regression,progression
imply,explicit
profit,loss
primary,secondary
composite,simple
peripheral,central
impair,improve
tricky,straightforward
respect,disrespect
feed,starve
mistrust,trust
smart,dumb
leave,arrive
silly,serious
unethical,ethical
sleepy,awake
predecessor,successor
assure,doubt
skepticism,belief
wet,dry
bull,cow
skinny,fat
intimidate,reassure
consume,produce
drunk,sober
check,uncheck
favorable,unfavorable
frozen,melted
excellent,poor
responsible,irresponsible
academic,non-academic
intentional,accidental
erase,write
punishable,forgivable
fragmented,whole
depressed,elated
compact,spacious
awful,wonderful
perfect,imperfect
promote,demote
package,unpack
frown,smile
pastoral,urban
line,curve
disarm,arm
read,write
intersect,separate
soften,harden
many,few
unrestricted,restricted
preferable,undesirable
marvelous,terrible
bump,smooth
masculine,feminine
thermal,cooling
conspiracy,truth
dismantle,assemble
lax,strict
stick,release
plaintiff,defendant
active,passive
parasite,host
final,initial
implement,remove
unsure,certain
youth,elderly
resistant,susceptible
whole,partial
foreign,domestic
adoptive,biological
busy,idle
grow,shrink
sufficient,insufficient
light,heavy
double,single
outer,inner
series,parallel
exterior,interior
daytime,nighttime
offense,defense
rejoice,mourn
deceased,alive
successor,predecessor
premium,basic
receiver,sender
ascend,descend
qualitative,quantitative
expenditure,income
unhappy,happy
suspect,confirm
speed,slowness
alternate,primary
rigid,flexible
unclear,clear
injustice,justice
enlist,discharge
unreal,real
work,relax
impoverished,wealthy
excited,calm
sit,stand
function,malfunction
liberate,imprison
waive,enforce
affected,unaffected
fictional,real
valley,mountain
slim,fat
hole,solid
safe,dangerous
ground,sky
prevention,promotion
nasal,oral
localized,widespread
center,edge
increase,decrease
inefficient,efficient
demand,supply
virgin,experienced
miraculous,ordinary
ignorant,knowledgeable
come,go
exceptional,ordinary
uniform,varied
astronomical,terrestrial
perennial,annual
tedious,enjoyable
further,closer
radical,conservative
bitter,sweet
latter,former
organic,inorganic
sender,receiver
plain,fancy
absolute,relative
amateur,professional
merger,split
noticeable,unnoticeable
native,foreign
curse,blessing
moot,debatable
eliminate,create
paste,cut
cement,sand
realistic,fantastic
abrupt,gradual
export,import
backward,forward
perpendicular,parallel
tough,easy
suck,blow
wee,large
understatement,exaggeration
begin,end
deposit,withdrawal
focus,distract
slight,significant
less,more
rational,irrational
neoliberal,conservative
concurrent,sequential
famous,unknown
irresponsible,responsible
feminine,masculine
ultimate,initial
visual,auditory
intact,broken
idiot,genius
odd,even
manageable,unmanageable
successful,unsuccessful
dawn,dusk
disapprove,approve
insult,compliment
progressive,regressive
redeem,condemn
known,unknown
adolescent,elderly
underground,aboveground
operational,non-operational
interim,permanent
individual,group
notable,unremarkable
binary,analog
security,risk
coarse,fine
oust,install
probable,improbable
mechanical,organic
protagonist,antagonist
cooling,heating
recall,forget
disorderly,orderly
stout,slim
happiness,sadness
meat,vegetables
import,export
creamy,watery
encrypt,decrypt
stand,sit
arrival,departure
natural,artificial
plural,singular
bold,timid
harass,comfort
negligence,diligence
wasteful,efficient
wellness,illness
simplicity,complexity
recorded,live
separation,union
awake,asleep
monarchy,democracy
success,failure
infield,outfield
husband,wife
incorrect,correct
dual,single
reduction,increase
move,stay
tails,heads
sacred,profane
hopeful,despairing
opaque,transparent
chaos,order
downgrade,upgrade
smooth,rough
competence,incompetence
rivalry,cooperation
surrender,resist
annoy,please
bodily,spiritual
balance,imbalance
agent,client
overall,specific
advanced,basic
interrupt,continue
sleep,awake
drive,park
simultaneous,consecutive
delay,advance
infantry,cavalry
erroneous,correct
dirty,clean
empty,full
autonomous,dependent
men,women
strengthening,weakening
persistent,fleeting
volcanic,non-volcanic
cooperate,compete
microscopic,macroscopic
resent,cherish
heavy,light
alien,human
oval,round
offence,defence
student,teacher
long,short
predictable,unpredictable
limitless,limited
climb,descend
rare,common
alter,preserve
output,input
mad,sane
lovely,unpleasant
mindfulness,mindlessness
solid,liquid
living,dead
distinct,indistinct
better,worse
blunt,sharp
humility,pride
mathematical,non-mathematical
get,give
run,walk
discomfort,comfort
lady,gentleman
unknown,known
captive,free
refreshing,stale
glad,sad
fertility,infertility
young,mature
principal,subordinate
trivial,significant
scarce,abundant
quiet,loud
outside,inside
colonial,modern
deny,confirm
consistency,inconsistency
private,public
attend,absent
withstand,succumb
tragic,comic
optimistic,pessimistic
rounded,sharp
complicate,simplify
overseas,domestic
reformed,corrupt
actual,potential
standby,active
emphasize,downplay
disembark,embark
bury,unearth
terminate,initiate
adulthood,childhood
wonderful,terrible
location,displacement
mediocre,exceptional
southeast,northwest
danger,safety
ashamed,proud
mild,severe
delicate,sturdy
contradictory,complementary
saline,freshwater
unauthorized,authorized
start,finish
emotional,unemotional
ask,answer
note,silence
maritime,terrestrial
relative,absolute
employee,employer
vast,limited
partner,opponent
sound,silence
rural,urban
plentiful,scarce
drop,pick up
convict,acquit
variant,standard
unacceptable,acceptable
hind,front
funny,serious
verge,center
northeast,southwest
vest,coat
jerk,gentleman
announce,conceal
comedy,tragedy
deter,encourage
instantaneous,delayed
anger,joy
unified,divided
faint,loud
military,civilian
minimize,maximize
sack,pack
severe,mild
false,true
homosexual,heterosexual
eternal,temporary
initial,final
linear,nonlinear
alert,drowsy
maintain,deteriorate
domain,range
simulated,real
hold,release
connect,disconnect
relevant,irrelevant
intended,unintended
extinct,alive
rely,distrust
cooperative,uncooperative
ally,enemy
foolish,wise
extension,contraction
cheap,expensive
conceptual,practical
heavenly,hellish
fearless,fearful
dispute,agreement
finite,infinite
lazy,active
marked,unmarked
upgrade,downgrade
gigantic,tiny
capable,incapable
unconditional,conditional
surreal,realistic
gross,delicious
predatory,preyful
invasion,retreat
landing,taking off
shortage,surplus
exhaustive,brief
entire,partial
obedience,disobedience
incompetence,competence
victory,defeat
sharp,dull
overweight,underweight
welcome,unwelcome
rainy,sunny
nominal,real
inferior,superior
dismissive,attentive
economy,recession
dislike,like
acquire,lose
protective,neglectful
depreciation,appreciation
periodic,aperiodic
abstract,concrete
necessity,luxury
indecent,decent
related,unrelated
closed,open
subsidy,tax
cavity,healthy tooth
claim,deny
nephew,niece
terrestrial,aquatic
swim,walk
misfortune,fortune
frivolous,serious
forbid,allow
western,eastern
orthodoxy,heterodoxy
aunt,uncle
unconstitutional,constitutional
grandfather,grandson
sew,unravel
incoming,outgoing
uphill,downhill
outward,inward
pedestrian,driver
round,square
difficulty,ease
novel,classic
retired,employed
vegetable,meat
new,old
blend,stand out
last,first
fold,unfold
extremist,moderate
confidential,public
retrieve,discard
proud,humble
ladies,gentlemen
compound,simple
original,copy
humid,dry
topical,nontopical
homeless,housed
uncomfortable,comfortable
nonprofit,for-profit
lift,drop
antitrust,pro-trust
premier,inferior
satisfactory,unsatisfactory
crisp,soggy
lavish,frugal
futures,pasts
inclusive,exclusive
infect,cure
asset,liability
insert,remove
wooden,metallic
worst,best
sluggish,energetic
brown,white
tighten,loosen
expensive,cheap
sister,brother
capitalist,socialist
affluent,impoverished
war,peace
ceiling,floor
illness,health
speculative,factual
poetic,prosaic
uncertainty,certainty
collective,individual
analog,digital
defense,offense
accept,reject
dim,bright
cash,credit
more,less
ethnic,non-ethnic
virtual,real
wealth,poverty
dense,sparse
wife,husband
dusk,dawn
stable,unstable
correct,incorrect
sinful,virtuous
communal,individualistic
physiological,psychological
unrealistic,realistic
colossal,tiny
injure,heal
think,forget
spectral,nonspectral
isolated,connected
ugly,beautiful
unsuccessful,successful
kickoff,endgame
powerless,powerful
minus,plus
stationary,moving
subdued,vibrant
spurious,authentic
atomic,molecular
harsh,gentle
buy,sell
restricted,unrestricted
child,adult
diluted,concentrated
insecurity,security
commercial,residential
manage,struggle
discredit,credit
urban,rural
involuntary,voluntary
fit,unfit
defence,attack
decipher,encrypt
reject,accept
visionary,practical
accelerate,decelerate
forbidden,allowed
retail,wholesale
serious,funny
boo,cheer
signal,noise
goofy,serious
wedge,flat
junior,senior
illegitimate,legitimate
fail,succeed
raw,cooked
exact,approximate
dead,alive
systemic,nonsystemic
omit,include
block,unblock
please,thank you
equality,inequality
analogy,discrepancy
integrate,differentiate
leader,follower
rise,fall
connected,disconnected
stay,leave
effective,ineffective
stadium,field
proper,improper
side,center
vanish,appear
totalitarian,democratic
magnetic,nonmagnetic
susceptibility,resistance
unification,separation
real,fake
vice,virtue
death,life
penal,rewarding
let,prevent
intolerance,tolerance
catchy,forgettable
night,day
failure,success
enjoy,dislike
outdoor,indoor
revive,expire
dreadful,delightful
noble,ignoble
citizen,foreigner
inclined,level
gloomy,cheerful
competent,incompetent
mercy,cruelty
part,whole
worldly,spiritual
average,exceptional
brutal,gentle
dysfunctional,functional
broad,narrow
half,full
follow,lead
monstrous,tiny
conclusion,introduction
worn,new
existential,nonexistent
bankrupt,solvent
act,react
arrive,depart
appropriate,inappropriate
ornament,plain
informative,misleading
elusive,obvious
diagonal,straight
selfish,altruistic
rim,center
nasty,nice
poisonous,nonpoisonous
unwilling,willing
mutual,individual
paranormal,normal
green,red
nice,mean
innocence,guilt
live,die
cooperation,competition
stop,go
prevent,cause
annual,perennial
blindness,sight
disruptive,harmonious
typical,atypical
negative,positive
innocent,guilty
curiosity,apathy
split,join
socialism,capitalism
heaven,hell
daughter,son
secure,insecure
hopeless,hopeful
forthcoming,reticent
rush,relax
theoretical,practical
simple,complex
doubt,certainty
compulsory,optional
essential,nonessential
close,far
unnatural,natural
